uf,municipio,qtde,latitude,longitude
MG,PIEDADE DE CARATINGA,6,-19.7593,-42.0756
MG,PIEDADE DE PONTE NOVA,3,-20.2438,-42.7379
MG,PIEDADE DO RIO GRANDE,2,-21.469,-44.1938
MG,PIEDADE DOS GERAIS,4,-20.4715,-44.2243
MG,PIMENTA,5,-20.4827,-45.8049
MG,PINGO D'AGUA,3,,
MG,PINTOPOLIS,3,-16.0572,-45.1402
MG,PIRACEMA,8,-20.5089,-44.4783
MG,PIRAJUBA,7,-19.9092,-48.7027
MG,PIRANGA,4,-20.6834,-43.2967
MG,PIRANGUCU,1,-22.5249,-45.4945
MG,PIRANGUINHO,7,-22.395,-45.5324
MG,PIRAPETINGA,12,-21.6554,-42.3434
MG,PIRAPORA,87,-17.3392,-44.934
MG,PIRAUBA,10,-21.2825,-43.0172
MG,PITANGUI,27,-19.6741,-44.8964
MG,PIUMHI,45,-20.4762,-45.9589
MG,PLANURA,12,-20.1376,-48.7
MG,POCO FUNDO,6,-21.78,-45.9658
MG,POCOS DE CALDAS,192,-21.78,-46.5692
MG,POCRANE,10,-19.6208,-41.6334
MG,POMPEU,23,-19.2257,-45.0141
MG,PONTE NOVA,59,-20.4111,-42.8978
MG,PONTO CHIQUE,2,-16.6282,-45.0588
MG,PONTO DOS VOLANTES,4,-16.7473,-41.5025
MG,PORTEIRINHA,37,-15.7404,-43.0281
MG,PORTO FIRME,5,-20.6642,-43.0834
MG,POTE,10,-17.8077,-41.786
MG,POUSO ALEGRE,167,-22.2266,-45.9389
MG,POUSO ALTO,9,-22.1964,-44.9748
MG,PRADOS,3,-21.0597,-44.0778
MG,PRATA,26,-19.3086,-48.9276
MG,PRATAPOLIS,12,-20.7411,-46.8624
MG,PRATINHA,3,-19.739,-46.3755
MG,PRESIDENTE BERNARDES,4,-20.7656,-43.1895
MG,PRESIDENTE JUSCELINO,1,-18.6401,-44.06
MG,PRESIDENTE KUBITSCHEK,2,-18.6193,-43.5628
MG,PRESIDENTE OLEGARIO,17,-18.4096,-46.4165
MG,PRUDENTE DE MORAIS,18,-19.4742,-44.1591
MG,QUARTEL GERAL,4,-19.2703,-45.5569
MG,QUELUZITO,1,-20.7416,-43.8851
MG,RAPOSOS,22,-19.9636,-43.8079
MG,RAUL SOARES,27,-20.1061,-42.4502
MG,RECREIO,21,-21.5289,-42.4676
MG,REDUTO,7,-20.2401,-41.9848
MG,RESENDE COSTA,5,-20.9171,-44.2407
MG,RESPLENDOR,46,-19.3194,-41.2462
MG,RESSAQUINHA,1,-21.0642,-43.7598
MG,RIACHINHO,3,-16.2258,-45.9888
MG,RIACHO DOS MACHADOS,8,-16.0091,-43.0488
MG,RIBEIRAO DAS NEVES,520,-19.7621,-44.0844
MG,RIBEIRAO VERMELHO,5,-21.1879,-45.0637
MG,RIO ACIMA,9,-20.0876,-43.7878
MG,RIO CASCA,12,-20.2285,-42.6462
MG,RIO DO PRADO,2,-16.6056,-40.5714
MG,RIO DOCE,6,-20.2412,-42.8995
MG,RIO ESPERA,1,-20.855,-43.4721
MG,RIO MANSO,11,-20.2666,-44.3069
MG,RIO NOVO,16,-21.4649,-43.1168
MG,RIO PARANAIBA,12,-19.1861,-46.2455
MG,RIO PARDO DE MINAS,9,-15.616,-42.5405
MG,RIO PIRACICABA,11,-19.9284,-43.1829
MG,RIO POMBA,15,-21.2712,-43.1696
MG,RIO PRETO,6,-22.0861,-43.8293
MG,RIO VERMELHO,5,-18.2922,-43.0018
MG,RITAPOLIS,7,-21.0276,-44.3204
MG,ROCHEDO DE MINAS,9,-21.6284,-43.0165
MG,RODEIRO,13,-21.2035,-42.8586
MG,ROMARIA,3,-18.8838,-47.5782
MG,ROSARIO DA LIMEIRA,3,-20.9812,-42.5112
MG,RUBELITA,2,-16.4053,-42.261
MG,RUBIM,8,-16.3775,-40.5397
MG,SABARA,236,-19.884,-43.8263
MG,SABINOPOLIS,9,-18.6653,-43.0752
MG,SACRAMENTO,18,-19.8622,-47.4508
MG,SALINAS,23,-16.1753,-42.2964
MG,SALTO DA DIVISA,9,-16.0063,-39.9391
MG,SANTA BARBARA,31,-19.9604,-43.4101
MG,SANTA BARBARA DO LESTE,5,-19.9753,-42.1457
MG,SANTA BARBARA DO MONTE VERDE,4,-21.9592,-43.7027
MG,SANTA BARBARA DO TUGURIO,2,-21.2431,-43.5607
MG,SANTA CRUZ DE MINAS,17,-21.1241,-44.2202
MG,SANTA CRUZ DE SALINAS,1,-16.0967,-41.7418
MG,SANTA CRUZ DO ESCALVADO,4,-20.2372,-42.8169
MG,SANTA EFIGENIA DE MINAS,6,-18.8235,-42.4388
MG,SANTA FE DE MINAS,2,-16.6859,-45.4102
MG,SANTA HELENA DE MINAS,4,-16.9707,-40.6727
MG,SANTA JULIANA,10,-19.3108,-47.5322
MG,SANTA LUZIA,454,-19.7548,-43.8497
MG,SANTA MARGARIDA,22,-20.3839,-42.2519
MG,SANTA MARIA DE ITABIRA,10,-19.4431,-43.1064
MG,SANTA MARIA DO SALTO,9,-16.2479,-40.1512
MG,SANTA MARIA DO SUACUI,12,-18.1896,-42.4139
MG,SANTA RITA DE CALDAS,4,-22.0292,-46.3385
MG,SANTA RITA DE IBITIPOCA,1,-21.5658,-43.9163
MG,SANTA RITA DE JACUTINGA,3,-22.1474,-44.0977
MG,SANTA RITA DE MINAS,8,-19.876,-42.1363
MG,SANTA RITA DO ITUETO,10,-19.3576,-41.3821
MG,SANTA RITA DO SAPUCAI,40,-22.2461,-45.7034
MG,SANTA ROSA DA SERRA,6,-19.5186,-45.9611
MG,SANTA VITORIA,27,-18.8414,-50.1208
MG,SANTANA DA VARGEM,4,-21.2449,-45.5005
MG,SANTANA DE CATAGUASES,6,-21.2893,-42.5524
MG,SANTANA DE PIRAPAMA,1,-18.9962,-44.0409
MG,SANTANA DO DESERTO,5,-21.9512,-43.1583
MG,SANTANA DO GARAMBEU,3,-21.5983,-44.105
MG,SANTANA DO JACARE,3,-20.9007,-45.1285
MG,SANTANA DO MANHUACU,5,-20.1031,-41.9278
MG,SANTANA DO PARAISO,55,-19.3661,-42.5446
MG,SANTANA DO RIACHO,5,-19.1662,-43.722
MG,SANTANA DOS MONTES,8,-20.7868,-43.6949
MG,SANTO ANTONIO DO AMPARO,11,-20.943,-44.9176
MG,SANTO ANTONIO DO AVENTUREIRO,3,-21.7606,-42.8115
MG,SANTO ANTONIO DO GRAMA,4,-20.3185,-42.6047
MG,SANTO ANTONIO DO ITAMBE,1,-18.4609,-43.3006
MG,SANTO ANTONIO DO JACINTO,9,-16.5332,-40.1817
MG,SANTO ANTONIO DO MONTE,30,-20.085,-45.2947
MG,SANTO ANTONIO DO RETIRO,1,-15.3393,-42.6171
MG,SANTO ANTONIO DO RIO ABAIXO,1,-19.2374,-43.2604
MG,SANTO HIPOLITO,5,-18.2968,-44.2229
MG,SANTOS DUMONT,56,-21.4634,-43.5499
MG,SAO BENTO ABADE,2,-21.5839,-45.0699
MG,SAO BRAS DO SUACUI,9,-20.6242,-43.9515
MG,SAO DOMINGOS DAS DORES,1,-19.5246,-42.0106
MG,SAO DOMINGOS DO PRATA,12,-19.8678,-42.971
MG,SAO FELIX DE MINAS,8,-18.5959,-41.4889
MG,SAO FRANCISCO,21,-15.9514,-44.8593
MG,SAO FRANCISCO DE PAULA,7,-20.7036,-44.9838
MG,SAO FRANCISCO DE SALES,8,-19.8611,-49.7727
MG,SAO FRANCISCO DO GLORIA,4,-20.7923,-42.2673
MG,SAO GERALDO,6,-20.9252,-42.8364
MG,SAO GERALDO DA PIEDADE,3,-18.8411,-42.2867
MG,SAO GERALDO DO BAIXIO,3,-18.9097,-41.363
MG,SAO GONCALO DO ABAETE,4,-18.3315,-45.8265
MG,SAO GONCALO DO PARA,10,-19.9822,-44.8593
MG,SAO GONCALO DO RIO ABAIXO,12,-19.8221,-43.36600000000001
MG,SAO GONCALO DO RIO PRETO,3,-18.0025,-43.3854
MG,SAO GONCALO DO SAPUCAI,15,-21.8932,-45.5893
MG,SAO GOTARDO,40,-19.3087,-46.0465
MG,SAO JOAO BATISTA DO GLORIA,6,-20.635,-46.508
MG,SAO JOAO DA LAGOA,2,-16.8455,-44.3507
MG,SAO JOAO DA MATA,7,-21.928,-45.9297
MG,SAO JOAO DA PONTE,12,-15.9271,-44.0096
MG,SAO JOAO DAS MISSOES,3,-14.8859,-44.0922
MG,SAO JOAO DEL REI,125,-21.1311,-44.2526
MG,SAO JOAO DO MANHUACU,9,-20.3933,-42.1533
MG,SAO JOAO DO MANTENINHA,7,-18.723,-41.1628
MG,SAO JOAO DO ORIENTE,14,-19.3384,-42.1575
MG,SAO JOAO DO PARAISO,14,-15.3168,-42.0213
MG,SAO JOAO EVANGELISTA,10,-18.548,-42.7655
MG,SAO JOAO NEPOMUCENO,39,-21.5381,-43.0069
MG,SAO JOAQUIM DE BICAS,50,-20.048,-44.2749
MG,SAO JOSE DA BARRA,8,-20.7178,-46.313
MG,SAO JOSE DA LAPA,28,-19.6971,-43.9586
MG,SAO JOSE DA SAFIRA,2,-18.3243,-42.1431
MG,SAO JOSE DA VARGINHA,1,-19.7006,-44.556
MG,SAO JOSE DO ALEGRE,2,-22.3243,-45.5258
MG,SAO JOSE DO DIVINO,2,-18.4793,-41.3907
MG,SAO JOSE DO GOIABAL,8,-19.9214,-42.7035
MG,SAO JOSE DO JACURI,3,-18.281,-42.6729
MG,SAO JOSE DO MANTIMENTO,3,-20.0058,-41.7486
MG,SAO LOURENCO,81,-22.1166,-45.0506
MG,SAO MIGUEL DO ANTA,5,-20.7067,-42.7174
MG,SAO PEDRO DA UNIAO,4,-21.131,-46.6123
MG,SAO PEDRO DO SUACUI,4,-18.3609,-42.5981
MG,SAO PEDRO DOS FERROS,7,-20.1732,-42.5251
MG,SAO ROMAO,4,-16.3641,-45.0749
MG,SAO ROQUE DE MINAS,5,-20.249,-46.3639
MG,SAO SEBASTIAO DA BELA VISTA,7,-22.1583,-45.7546
MG,SAO SEBASTIAO DA VARGEM ALEGRE,4,-19.7477,-43.3679
MG,SAO SEBASTIAO DO ANTA,8,-19.5064,-41.985
MG,SAO SEBASTIAO DO MARANHAO,6,-18.0873,-42.5659
MG,SAO SEBASTIAO DO OESTE,6,-20.2758,-45.0063
MG,SAO SEBASTIAO DO PARAISO,81,-20.9167,-46.9837
MG,SAO SEBASTIAO DO RIO PRETO,2,-19.2959,-43.1757
MG,SAO SEBASTIAO DO RIO VERDE,3,-22.2183,-44.9761
MG,SAO TIAGO,8,-20.9075,-44.5098
MG,SAO TOMAS DE AQUINO,5,-20.7791,-47.0962
MG,SAO TOME DAS LETRAS,8,,
MG,SAO VICENTE DE MINAS,7,-21.7042,-44.4431
MG,SAPUCAI-MIRIM,3,-22.7409,-45.738
MG,SARDOA,4,-18.7828,-42.3629
MG,SARZEDO,48,-20.0367,-44.1446
MG,SEM-PEIXE,1,-20.1008,-42.8483
MG,SENADOR AMARAL,3,-22.5869,-46.1763
MG,SENADOR CORTES,4,-21.7986,-42.9424
MG,SENADOR FIRMINO,8,-20.9158,-43.0904
MG,SENADOR JOSE BENTO,3,-22.1633,-46.1792
MG,SENADOR MODESTINO GONCALVES,1,-17.9465,-43.2172
MG,SENHORA DE OLIVEIRA,2,-20.7972,-43.3394
MG,SENHORA DO PORTO,2,-18.8909,-43.0799
MG,SENHORA DOS REMEDIOS,4,-21.0351,-43.5812
MG,SERICITA,6,-20.4748,-42.4828
MG,SERITINGA,4,-21.9134,-44.518
MG,SERRA AZUL DE MINAS,2,-18.3602,-43.1675
MG,SERRA DO SALITRE,6,-19.1083,-46.6961
MG,SERRA DOS AIMORES,13,-17.7872,-40.2453
MG,SERRANIA,9,-21.5441,-46.0417
MG,SERRANOPOLIS DE MINAS,2,-15.8176,-42.8732
MG,SERRANOS,1,-21.8857,-44.5125
MG,SERRO,21,-18.5991,-43.3744
MG,SETE LAGOAS,304,-19.4569,-44.2413
MG,SETUBINHA,4,-17.6002,-42.1587
MG,SILVEIRANIA,2,-21.1615,-43.2128
MG,SILVIANOPOLIS,5,-22.0274,-45.8385
MG,SIMAO PEREIRA,6,-21.964,-43.3088
MG,SIMONESIA,11,-20.1341,-42.0091
MG,SOBRALIA,12,-19.2345,-42.0998
MG,SOLEDADE DE MINAS,7,-22.0554,-45.0464
MG,TABULEIRO,2,-21.3632,-43.2381
MG,TAIOBEIRAS,14,-15.8106,-42.2259
MG,TAPARUBA,3,-19.7621,-41.608
MG,TAPIRA,5,-19.9166,-46.8264
MG,TAPIRAI,2,-19.8936,-46.0221
MG,TAQUARACU DE MINAS,7,-19.6652,-43.6922
MG,TARUMIRIM,12,-19.2835,-42.0097
MG,TEIXEIRAS,12,-20.6561,-42.8564
MG,TEOFILO OTONI,207,-17.8595,-41.5087
MG,TIMOTEO,173,-19.5811,-42.6471
MG,TIRADENTES,12,-21.1102,-44.1744
MG,TIROS,8,-19.0037,-45.9626
MG,TOCANTINS,17,-21.1774,-43.0127
MG,TOCOS DO MOJI,1,-22.3698,-46.0971
MG,TOLEDO,6,-22.7421,-46.3728
MG,TOMBOS,14,-20.9086,-42.0228
MG,TRES CORACOES,71,-21.6921,-45.2511
MG,TRES MARIAS,26,-18.2048,-45.2473
MG,TRES PONTAS,47,-21.3694,-45.5109
MG,TUMIRITINGA,11,-18.9844,-41.6527
MG,TUPACIGUARA,37,-18.5866,-48.6985
MG,TURMALINA,16,-17.2828,-42.7285
MG,TURVOLANDIA,2,-21.8733,-45.7859
MG,UBA,124,-21.1204,-42.9359
MG,UBAI,1,-16.2885,-44.7783
MG,UBAPORANGA,17,-19.6351,-42.1059
MG,UBERABA,402,-19.7472,-47.9381
MG,UBERLANDIA,1007,-18.9141,-48.2749
MG,UMBURATIBA,3,-17.2548,-40.5779
MG,UNAI,82,-16.3592,-46.9022
MG,UNIAO DE MINAS,5,-19.5299,-50.338
MG,URUANA DE MINAS,4,-16.0634,-46.2443
MG,URUCANIA,8,-20.3521,-42.737
MG,URUCUIA,2,-16.1244,-45.7352
MG,VARGEM ALEGRE,8,-19.5988,-42.2949
MG,VARGEM BONITA,2,-20.3333,-46.3688
MG,VARGEM GRANDE DO RIO PARDO,1,-15.3987,-42.3085
MG,VARGINHA,148,-21.5556,-45.4364
MG,VARJAO DE MINAS,2,-18.3741,-46.0313
MG,VARZEA DA PALMA,34,-17.5944,-44.7226
MG,VARZELANDIA,9,-15.6992,-44.0278
MG,VAZANTE,25,-17.9827,-46.9088
MG,VERDELANDIA,1,-15.5845,-43.6121
MG,VEREDINHA,3,-17.3974,-42.7307
MG,VERISSIMO,5,-19.6657,-48.3118
MG,VERMELHO NOVO,3,-20.0406,-42.2688
MG,VESPASIANO,229,-19.6883,-43.9239
MG,VICOSA,74,-20.7559,-42.8742
MG,VIEIRAS,5,-20.867,-42.2401
MG,VIRGEM DA LAPA,6,-16.807000000000002,-42.3431
MG,VIRGINIA,4,-22.3264,-45.0965
MG,VIRGINOPOLIS,5,-18.8154,-42.7015
MG,VIRGOLANDIA,2,-18.4738,-42.3067
MG,VISCONDE DO RIO BRANCO,89,-21.0127,-42.8361
MG,VOLTA GRANDE,8,-21.7671,-42.5375
MG,WENCESLAU BRAZ,2,-22.5368,-45.3626
MS,AGUA CLARA,26,-20.4452,-52.879
MS,ALCINOPOLIS,8,-18.3255,-53.7042
MS,AMAMBAI,69,-23.1058,-55.2253
MS,ANASTACIO,54,-20.4823,-55.8104
MS,ANAURILANDIA,10,-22.1852,-52.7191
MS,ANGELICA,11,-22.1527,-53.7708
MS,ANTONIO JOAO,15,-22.1927,-55.9517
MS,APARECIDA DO TABOADO,38,-20.0873,-51.0961
MS,AQUIDAUANA,131,-20.4666,-55.7868
MS,ARAL MOREIRA,13,-22.9385,-55.6334
MS,BANDEIRANTES,14,-19.9275,-54.3585
MS,BATAGUASSU,21,-21.7159,-52.4221
MS,BATAYPORA,12,-22.2944,-53.2705
MS,BELA VISTA,28,-22.1073,-56.5263
MS,BODOQUENA,14,-20.537,-56.7127
MS,BONITO,37,-21.1261,-56.4836
MS,BRASILANDIA,23,-21.2544,-52.0365
MS,CAARAPO,52,-22.6368,-54.8209
MS,CAMAPUA,23,-19.5347,-54.0431
MS,CAMPO GRANDE,1742,-20.4486,-54.6295
MS,CARACOL,5,-22.011,-57.0277
MS,CASSILANDIA,25,-19.1179,-51.7313
MS,CHAPADAO DO SUL,29,-18.788,-52.6263
MS,CORGUINHO,6,-19.8243,-54.8281
MS,CORONEL SAPUCAIA,18,-23.2724,-55.5278
MS,CORUMBA,126,-19.0077,-57.651
MS,COSTA RICA,29,-18.5432,-53.1287
MS,COXIM,62,-18.5013,-54.75100000000001
MS,DEODAPOLIS,18,-22.2763,-54.1682
MS,DOIS IRMAOS DO BURITI,15,-20.6848,-55.2915
MS,DOURADINA,10,-22.0405,-54.6158
MS,DOURADOS,360,-22.2231,-54.812
MS,ELDORADO,19,-23.7868,-54.2838
MS,FATIMA DO SUL,33,-22.3789,-54.5131
MS,FIGUEIRAO,3,-18.6782,-53.63800000000001
MS,GLORIA DE DOURADOS,17,-22.4136,-54.2335
MS,GUIA LOPES DA LAGUNA,28,-21.4583,-56.1117
MS,IGUATEMI,27,-23.6736,-54.5637
MS,INOCENCIA,12,-19.7277,-51.9281
MS,ITAPORA,22,-22.08,-54.7934
MS,ITAQUIRAI,17,-23.4779,-54.187
MS,IVINHEMA,24,-22.3046,-53.8184
MS,JAPORA,1,-23.8903,-54.4059
MS,JARAGUARI,8,-20.1386,-54.3996
MS,JARDIM,51,-21.4799,-56.1489
MS,JATEI,9,-22.4806,-54.3079
MS,JUTI,13,-22.8596,-54.6061
MS,LADARIO,18,-19.0089,-57.5973
MS,LAGUNA CARAPA,7,-22.5448,-55.1502
MS,MARACAJU,71,-21.6105,-55.1678
MS,MIRANDA,49,-20.2355,-56.3746
MS,MUNDO NOVO,35,-23.9355,-54.28100000000001
MS,NAVIRAI,72,-23.0618,-54.1995
MS,NIOAQUE,31,-21.1419,-55.8296
MS,NOVA ALVORADA DO SUL,33,-21.4657,-54.3825
MS,NOVA ANDRADINA,68,-22.238000000000003,-53.3437
MS,NOVO HORIZONTE DO SUL,4,-22.6693,-53.8601
MS,PARAISO DAS AGUAS,4,-19.0216,-53.0116
MS,PARANAIBA,93,-19.6746,-51.1909
MS,PARANHOS,13,-23.8911,-55.429
MS,PEDRO GOMES,17,-18.0996,-54.5507
MS,PONTA PORA,144,-22.5296,-55.7203
MS,PORTO MURTINHO,21,-21.6981,-57.8836
MS,RIBAS DO RIO PARDO,35,-20.4445,-53.7588
MS,RIO BRILHANTE,58,-21.8033,-54.5427
MS,RIO NEGRO,16,-19.447,-54.9859
MS,RIO VERDE DE MATO GROSSO,34,-18.9249,-54.8434
MS,ROCHEDO,12,-19.9565,-54.8848
MS,SANTA RITA DO PARDO,7,-21.3016,-52.8333
MS,SAO GABRIEL DO OESTE,45,-19.3889,-54.5507
MS,SELVIRIA,11,-20.3637,-51.4192
MS,SETE QUEDAS,12,-23.9705,-55.0398
MS,SIDROLANDIA,59,-20.9302,-54.9692
MS,SONORA,21,-17.5698,-54.7551
MS,TACURU,8,-23.636,-55.0141
MS,TAQUARUSSU,2,-22.4898,-53.3519
MS,TERENOS,19,-20.4378,-54.8647
MS,TRES LAGOAS,244,-20.7849,-51.7007
MS,VICENTINA,9,-22.4098,-54.4415
MT,ACORIZAL,2,-15.194,-56.3632
MT,AGUA BOA,22,-14.050999999999998,-52.1601
MT,ALTA FLORESTA,66,-9.86674,-56.0867
MT,ALTO ARAGUAIA,28,-17.3153,-53.2181
MT,ALTO BOA VISTA,9,-11.6732,-51.3883
MT,ALTO GARCAS,14,-16.9462,-53.5272
MT,ALTO PARAGUAI,6,-14.5137,-56.4776
MT,ALTO TAQUARI,11,-17.8241,-53.2792
MT,APIACAS,5,-9.53981,-57.4587
MT,ARAGUAIANA,5,-15.7291,-51.8341
MT,ARAGUAINHA,3,-16.857,-53.0318
MT,ARAPUTANGA,17,-15.4641,-58.3425
MT,ARENAPOLIS,16,-14.4472,-56.8437
MT,ARIPUANA,18,-10.1723,-59.4568
MT,BARAO DE MELGACO,5,-16.2067,-55.9623
MT,BARRA DO BUGRES,24,-15.0702,-57.1878
MT,BARRA DO GARCAS,127,-15.8804,-52.264
MT,BOM JESUS DO ARAGUAIA,4,-12.1706,-51.5032
MT,BRASNORTE,11,-12.1474,-57.9833
MT,CACERES,91,-16.0764,-57.6818
MT,CAMPINAPOLIS,14,-14.5162,-52.893
MT,CAMPO NOVO DO PARECIS,38,-13.6587,-57.8907
MT,CAMPO VERDE,31,-15.545,-55.1626
MT,CAMPOS DE JULIO,8,-13.7242,-59.2858
MT,CANABRAVA DO NORTE,5,-11.0556,-51.8209
MT,CANARANA,30,-13.5515,-52.2705
MT,CARLINDA,5,-9.94912,-55.8417
MT,CASTANHEIRA,6,-11.1251,-58.6081
MT,CHAPADA DOS GUIMARAES,27,-15.4643,-55.7499
MT,CLAUDIA,7,-11.5075,-54.8835
MT,COCALINHO,6,-14.3903,-51.0001
MT,COLIDER,23,-10.8135,-55.46100000000001
MT,COLNIZA,19,-9.46121,-59.2252
MT,COMODORO,29,-13.6614,-59.7848
MT,CONFRESA,20,-10.6437,-51.5699
MT,CONQUISTA D'OESTE,3,-14.5381,-59.5444
MT,COTRIGUACU,7,-9.85656,-58.4192
MT,CUIABA,776,-15.601,-56.0974
MT,CURVELANDIA,3,-15.6084,-57.9133
MT,DENISE,5,-14.7324,-57.0583
MT,DIAMANTINO,25,-14.4037,-56.4366
MT,DOM AQUINO,13,-15.8099,-54.9223
MT,FELIZ NATAL,13,-12.385,-54.9227
MT,FIGUEIROPOLIS D'OESTE,2,-15.4439,-58.7391
MT,GAUCHA DO NORTE,6,-13.2443,-53.0809
MT,GENERAL CARNEIRO,9,-15.7094,-52.7574
MT,GLORIA D'OESTE,2,-15.768,-58.3108
MT,GUARANTA DO NORTE,38,-9.96218,-54.9121
MT,GUIRATINGA,30,-16.346,-53.7575
MT,INDIAVAI,1,-15.4921,-58.5802
MT,IPIRANGA DO NORTE,7,-12.2408,-56.1531
MT,ITANHANGA,5,-12.2259,-56.6463
MT,ITAUBA,5,-11.0614,-55.2766
MT,ITIQUIRA,16,-17.2147,-54.1422
MT,JACIARA,39,-15.9548,-54.9733
MT,JANGADA,5,-15.235,-56.4917
MT,JAURU,12,-15.3342,-58.8723
MT,JUARA,28,-11.2639,-57.5244
MT,JUINA,48,-11.3728,-58.7483
MT,JURUENA,11,-10.3178,-58.3592
MT,JUSCIMEIRA,12,-16.0633,-54.8859
MT,LAMBARI D'OESTE,2,-15.3188,-58.0046
MT,LUCAS DO RIO VERDE,63,-13.0588,-55.9042
MT,LUCIARA,9,-11.2219,-50.6676
MT,MARCELANDIA,8,-11.0463,-54.4377
MT,MATUPA,20,-10.1821,-54.9467
MT,MIRASSOL D'OESTE,24,-15.6759,-58.0951
MT,NOBRES,25,-14.7192,-56.3284
MT,NORTELANDIA,8,-14.454,-56.7945
MT,NOSSA SENHORA DO LIVRAMENTO,5,-15.772,-56.3432
MT,NOVA BANDEIRANTES,8,-9.84977,-57.8139
MT,NOVA BRASILANDIA,6,-14.9612,-54.9685
MT,NOVA CANAA DO NORTE,9,-10.558,-55.953
MT,NOVA GUARITA,2,-10.312,-55.4061
MT,NOVA LACERDA,6,-14.4727,-59.6001
MT,NOVA MARILANDIA,1,-14.3568,-56.9696
MT,NOVA MARINGA,4,-13.0136,-57.0908
MT,NOVA MONTE VERDE,5,-9.99998,-57.5261
MT,NOVA MUTUM,31,-13.8374,-56.0743
MT,NOVA NAZARE,1,-13.9486,-51.8002
MT,NOVA OLIMPIA,20,-14.7889,-57.2886
MT,NOVA SANTA HELENA,1,-10.8651,-55.1872
MT,NOVA UBIRATA,9,-12.9834,-55.2556
MT,NOVA XAVANTINA,39,-14.6771,-52.3502
MT,NOVO HORIZONTE DO NORTE,4,-11.4089,-57.3488
MT,NOVO MUNDO,6,-9.95616,-55.2029
MT,NOVO SANTO ANTONIO,1,-12.2875,-50.9686
MT,NOVO SAO JOAQUIM,7,-14.9054,-53.0194
MT,PARANAITA,15,-9.65835,-56.4786
MT,PARANATINGA,28,-14.4265,-54.0524
MT,PEDRA PRETA,20,-16.6245,-54.4722
MT,PEIXOTO DE AZEVEDO,28,-10.2262,-54.9794
MT,PLANALTO DA SERRA,3,-14.6518,-54.7819
MT,POCONE,30,-16.266,-56.6261
MT,PONTAL DO ARAGUAIA,8,-15.9274,-52.3273
MT,PONTE BRANCA,3,-16.7584,-52.8369
MT,PONTES E LACERDA,41,-15.2219,-59.3435
MT,PORTO ALEGRE DO NORTE,13,-10.8761,-51.6357
MT,PORTO DOS GAUCHOS,15,-11.533,-57.4132
MT,PORTO ESPERIDIAO,4,-15.857,-58.4619
MT,POXOREO,18,,
MT,PRIMAVERA DO LESTE,84,-15.544,-54.2811
MT,QUERENCIA,16,-12.6093,-52.1821
MT,RESERVA DO CABACAL,2,-15.0743,-58.4585
MT,RIBEIRAO CASCALHEIRA,12,-12.9367,-51.8244
MT,RIBEIRAOZINHO,6,-16.4856,-52.6924
MT,RIO BRANCO,5,-15.2483,-58.1259
MT,RONDOLANDIA,3,-10.8376,-61.4697
MT,RONDONOPOLIS,325,-16.4673,-54.6372
MT,ROSARIO OESTE,16,-14.8259,-56.4236
MT,SALTO DO CEU,5,-15.1303,-58.1317
MT,SANTA CARMEM,4,-11.9125,-55.2263
MT,SANTA CRUZ DO XINGU,4,-10.1532,-52.3953
MT,SANTA RITA DO TRIVELATO,4,-13.8146,-55.2706
MT,SANTA TEREZINHA,8,-10.4704,-50.514
MT,SANTO AFONSO,3,-14.4945,-57.0091
MT,SANTO ANTONIO DO LESTE,5,-14.805,-53.6075
MT,SANTO ANTONIO DO LEVERGER,13,-15.8632,-56.0788
MT,SAO FELIX DO ARAGUAIA,12,-11.615,-50.6706
MT,SAO JOSE DO POVO,8,-16.4549,-54.2487
MT,SAO JOSE DO RIO CLARO,18,-13.4398,-56.7218
MT,SAO JOSE DO XINGU,10,-10.7982,-52.7486
MT,SAO JOSE DOS QUATRO MARCOS,14,-15.6276,-58.1772
MT,SAO PEDRO DA CIPA,1,-16.0109,-54.9176
MT,SAPEZAL,21,-12.9892,-58.7645
MT,SERRA NOVA DOURADA,3,-12.0896,-51.4025
MT,SINOP,126,-11.8604,-55.5091
MT,SORRISO,68,-12.5425,-55.7211
MT,TABAPORA,7,-11.3007,-56.8312
MT,TANGARA DA SERRA,92,-14.6229,-57.4933
MT,TAPURAH,13,-12.695,-56.5178
MT,TERRA NOVA DO NORTE,15,-10.517,-55.231
MT,TESOURO,3,-16.0809,-53.559
MT,TORIXOREU,10,-16.2006,-52.5571
MT,UNIAO DO SUL,2,-11.5308,-54.3616
MT,VARZEA GRANDE,283,-15.6458,-56.1322
MT,VERA,7,-12.3017,-55.3045
MT,VILA BELA DA SANTISSIMA TRINDADE,8,-15.0068,-59.9504
MT,VILA RICA,25,-10.0137,-51.1186
PA,ABAETETUBA,88,-1.72183,-48.8788
PA,ABEL FIGUEIREDO,5,-4.95333,-48.3933
PA,ACARA,19,-1.95383,-48.1985
PA,AFUA,10,-0.154874,-50.3861
PA,AGUA AZUL DO NORTE,12,-6.79053,-50.4791
PA,ALENQUER,19,-1.94623,-54.7384
PA,ALMEIRIM,17,-1.52904,-52.5788
PA,ALTAMIRA,92,-3.20407,-52.21
PA,ANAJAS,10,-0.996811,-49.9354
PA,ANANINDEUA,425,-1.36391,-48.3743
PA,ANAPU,14,-3.46985,-51.2003
PA,AUGUSTO CORREA,9,-1.05109,-46.6147
PA,AURORA DO PARA,5,-2.14898,-47.5677
PA,AVEIRO,8,-3.60841,-55.3199
