uf,municipio,qtde,latitude,longitude
RS,ITAPUCA,2,-28.7768,-52.1693
RS,ITAQUI,43,-29.1311,-56.5515
RS,ITATI,1,-29.4974,-50.1016
RS,ITATIBA DO SUL,6,-27.3846,-52.4538
RS,IVORA,2,-29.5232,-53.5842
RS,IVOTI,18,-29.5995,-51.1533
RS,JABOTICABA,1,-27.6347,-53.2762
RS,JACUIZINHO,1,-29.0401,-53.0657
RS,JACUTINGA,2,-27.7291,-52.5372
RS,JAGUARAO,34,-32.5604,-53.377
RS,JAGUARI,6,-29.4936,-54.703
RS,JAQUIRANA,3,-28.8811,-50.3637
RS,JARI,2,-29.2922,-54.2237
RS,JOIA,8,-28.6435,-54.1141
RS,JULIO DE CASTILHOS,21,-29.2299,-53.6772
RS,LAGOA BONITA DO SUL,1,-29.4939,-53.017
RS,LAGOA DOS TRES CANTOS,1,-28.5676,-52.8618
RS,LAGOA VERMELHA,42,-28.2093,-51.5248
RS,LAGOAO,2,-29.2348,-52.7997
RS,LAJEADO,61,-29.4591,-51.9644
RS,LAJEADO DO BUGRE,2,-27.6913,-53.1818
RS,LAVRAS DO SUL,8,-30.8071,-53.8931
RS,LIBERATO SALZANO,2,-27.601,-53.0753
RS,LINDOLFO COLLOR,8,-29.5859,-51.2141
RS,LINHA NOVA,2,-29.4679,-51.2003
RS,MACAMBARA,1,-29.1445,-56.0674
RS,MACHADINHO,8,-27.5667,-51.6668
RS,MANOEL VIANA,7,-29.5859,-55.4841
RS,MAQUINE,5,-29.6798,-50.2079
RS,MARATA,3,-29.5457,-51.5573
RS,MARAU,29,-28.4498,-52.1986
RS,MARCELINO RAMOS,13,-27.4676,-51.9095
RS,MARIANA PIMENTEL,4,-30.353,-51.5803
RS,MARIANO MORO,1,-27.3568,-52.1467
RS,MARQUES DE SOUZA,9,-29.3311,-52.0973
RS,MATA,9,-29.5649,-54.4641
RS,MATO CASTELHANO,1,-28.28,-52.1932
RS,MATO LEITAO,7,-29.5285,-52.1278
RS,MAXIMILIANO DE ALMEIDA,6,-27.6325,-51.802
RS,MINAS DO LEAO,10,-30.1346,-52.0423
RS,MIRAGUAI,18,-27.497,-53.6891
RS,MONTAURI,1,-28.6462,-52.0767
RS,MONTE ALEGRE DOS CAMPOS,1,-28.6805,-50.7834
RS,MONTE BELO DO SUL,1,-29.1607,-51.6333
RS,MONTENEGRO,82,-29.6824,-51.4679
RS,MORMACO,2,-28.6968,-52.6999
RS,MORRINHOS DO SUL,1,-29.3578,-49.9328
RS,MORRO REDONDO,11,-31.5887,-52.6261
RS,MORRO REUTER,5,-29.5379,-51.0811
RS,MOSTARDAS,16,-31.1054,-50.9167
RS,MUCUM,5,-29.163,-51.8714
RS,MUITOS CAPOES,1,-28.3132,-51.1836
RS,NAO-ME-TOQUE,21,-28.4548,-52.8182
RS,NICOLAU VERGUEIRO,1,-28.5298,-52.4676
RS,NONOAI,28,-27.3689,-52.7756
RS,NOVA ALVORADA,4,-28.6822,-52.1631
RS,NOVA ARACA,5,-28.6537,-51.7458
RS,NOVA BASSANO,5,-28.7291,-51.7072
RS,NOVA BOA VISTA,1,-27.9926,-52.9784
RS,NOVA BRESCIA,2,-29.2182,-52.0319
RS,NOVA CANDELARIA,2,-27.6137,-54.1074
RS,NOVA ESPERANCA DO SUL,4,-29.4066,-54.8293
RS,NOVA HARTZ,18,-29.5808,-50.9051
RS,NOVA PADUA,1,-29.0275,-51.3098
RS,NOVA PALMA,6,-29.471,-53.4689
RS,NOVA PETROPOLIS,39,-29.3741,-51.1136
RS,NOVA PRATA,24,-28.7799,-51.6113
RS,NOVA RAMADA,4,-28.0667,-53.6992
RS,NOVA ROMA DO SUL,3,-28.9882,-51.4095
RS,NOVA SANTA RITA,16,-29.8525,-51.2837
RS,NOVO BARREIRO,2,-27.9077,-53.1103
RS,NOVO CABRAIS,2,-29.7338,-52.9489
RS,NOVO HAMBURGO,338,-29.6875,-51.1328
RS,NOVO MACHADO,15,-27.5765,-54.5036
RS,NOVO TIRADENTES,1,-27.5649,-53.1837
RS,NOVO XINGU,2,-27.749,-53.0639
RS,OSORIO,43,-29.8881,-50.2667
RS,PAIM FILHO,2,-27.7075,-51.76300000000001
RS,PALMARES DO SUL,18,-30.2535,-50.5103
RS,PALMEIRA DAS MISSOES,30,-27.9007,-53.3134
RS,PALMITINHO,7,-27.3596,-53.558
RS,PANAMBI,74,-28.2833,-53.5023
RS,PANTANO GRANDE,10,-30.1902,-52.3729
RS,PARAI,4,-28.5964,-51.7896
RS,PARAISO DO SUL,12,-29.6717,-53.144
RS,PARECI NOVO,4,-29.6365,-51.3974
RS,PAROBE,46,-29.6243,-50.8312
RS,PASSA SETE,2,-29.4577,-52.9599
RS,PASSO DO SOBRADO,3,-29.748,-52.2748
RS,PASSO FUNDO,244,-28.2576,-52.4091
RS,PAULO BENTO,5,-27.7051,-52.4169
RS,PAVERAMA,7,-29.5486,-51.7339
RS,PEDRAS ALTAS,1,-31.7365,-53.5814
RS,PEDRO OSORIO,15,-31.8642,-52.8184
RS,PEJUCARA,2,-28.4283,-53.6579
RS,PELOTAS,371,-31.7649,-52.3371
RS,PICADA CAFE,6,-29.4464,-51.1367
RS,PINHAL,1,-27.508000000000006,-53.2082
RS,PINHAL DA SERRA,4,-27.8751,-51.1673
RS,PINHAL GRANDE,3,-29.345,-53.3206
RS,PINHEIRINHO DO VALE,2,-27.2109,-53.608
RS,PINHEIRO MACHADO,13,-31.5794,-53.3798
RS,PINTO BANDEIRA,1,-29.0975,-51.4503
RS,PIRAPO,2,-28.0439,-55.2001
RS,PIRATINI,22,-31.4473,-53.0973
RS,PLANALTO,9,-27.3297,-53.0575
RS,POCO DAS ANTAS,2,-29.4481,-51.6719
RS,PONTAO,9,-28.0585,-52.6791
RS,PONTE PRETA,1,-27.6587,-52.4848
RS,PORTAO,39,-29.7015,-51.2429
RS,PORTO ALEGRE,1293,-30.0318,-51.2065
RS,PORTO LUCENA,17,-27.8569,-55.01
RS,PORTO MAUA,2,-27.5796,-54.6657
RS,PORTO VERA CRUZ,1,-27.7405,-54.8994
RS,PORTO XAVIER,13,-27.9082,-55.1379
RS,POUSO NOVO,4,-29.1738,-52.2136
RS,PRESIDENTE LUCENA,2,-29.5175,-51.1798
RS,PROGRESSO,2,-29.2441,-52.3197
RS,PROTASIO ALVES,2,-28.7572,-51.4757
RS,PUTINGA,2,-29.0045,-52.1569
RS,QUARAI,37,-30.384,-56.4483
RS,QUATRO IRMAOS,5,-27.8257,-52.4424
RS,QUEVEDOS,2,-29.3504,-54.0789
RS,QUINZE DE NOVEMBRO,5,-28.7466,-53.1011
RS,REDENTORA,18,-27.664,-53.6407
RS,RELVADO,1,-29.1164,-52.0778
RS,RESTINGA SECA,20,-29.8188,-53.3807
RS,RIO DOS INDIOS,1,-27.2973,-52.8417
RS,RIO GRANDE,179,-32.0349,-52.1071
RS,RIO PARDO,34,-29.988000000000003,-52.3711
RS,RIOZINHO,5,-29.639,-50.4488
RS,ROCA SALES,13,-29.2884,-51.8658
RS,RODEIO BONITO,9,-27.4742,-53.1706
RS,ROLANTE,23,-29.6462,-50.5819
RS,RONDA ALTA,8,-27.7758,-52.8056
RS,RONDINHA,4,-27.8315,-52.9081
RS,ROQUE GONZALES,9,-28.1297,-55.0266
RS,ROSARIO DO SUL,39,-30.2515,-54.9221
RS,SAGRADA FAMILIA,1,-27.7085,-53.1351
RS,SALDANHA MARINHO,5,-28.3941,-53.097
RS,SALTO DO JACUI,12,-29.0951,-53.2133
RS,SALVADOR DO SUL,7,-29.4386,-51.5077
RS,SANANDUVA,10,-27.947,-51.8079
RS,SANTA BARBARA DO SUL,14,-28.3653,-53.25100000000001
RS,SANTA CLARA DO SUL,2,-29.4747,-52.0843
RS,SANTA CRUZ DO SUL,128,-29.722,-52.4343
RS,SANTA MARGARIDA DO SUL,1,-30.3393,-54.0817
RS,SANTA MARIA,320,-29.6868,-53.8149
RS,SANTA MARIA DO HERVAL,4,-29.4902,-50.9919
RS,SANTA ROSA,88,-27.8702,-54.4796
RS,SANTA TEREZA,1,-29.1655,-51.7351
RS,SANTA VITORIA DO PALMAR,35,-33.525,-53.3717
RS,SANTANA DA BOA VISTA,5,-30.8697,-53.11
RS,SANTANA DO LIVRAMENTO,103,,
RS,SANTIAGO,42,-29.1897,-54.8666
RS,SANTO ANGELO,152,-28.3001,-54.2668
RS,SANTO ANTONIO DA PATRULHA,33,-29.8268,-50.5175
RS,SANTO ANTONIO DAS MISSOES,18,-28.514,-55.2251
RS,SANTO ANTONIO DO PALMA,1,-28.4956,-52.0267
RS,SANTO ANTONIO DO PLANALTO,1,-28.403,-52.6992
RS,SANTO AUGUSTO,24,-27.8526,-53.7776
RS,SANTO CRISTO,10,-27.8263,-54.662
RS,SANTO EXPEDITO DO SUL,2,-27.9074,-51.6434
RS,SAO BORJA,58,-28.6578,-56.0036
RS,SAO DOMINGOS DO SUL,2,-28.5312,-51.886
RS,SAO FRANCISCO DE ASSIS,20,-29.5547,-55.1253
RS,SAO FRANCISCO DE PAULA,22,-29.4404,-50.5828
RS,SAO GABRIEL,65,-30.3337,-54.3217
RS,SAO JERONIMO,34,-29.9716,-51.7251
RS,SAO JOAO DA URTIGA,2,-27.8195,-51.8257
RS,SAO JOAO DO POLESINE,2,-29.6194,-53.4439
RS,SAO JORGE,3,-28.4984,-51.7064
RS,SAO JOSE DAS MISSOES,3,-27.7789,-53.1226
RS,SAO JOSE DO HERVAL,1,-29.052,-52.295
RS,SAO JOSE DO HORTENCIO,7,-29.528,-51.245
RS,SAO JOSE DO INHACORA,1,-27.7251,-54.1275
RS,SAO JOSE DO NORTE,23,-32.0151,-52.0331
RS,SAO JOSE DO OURO,7,-27.7707,-51.5966
RS,SAO JOSE DOS AUSENTES,5,-28.7476,-50.0677
RS,SAO LEOPOLDO,268,-29.7545,-51.1498
RS,SAO LOURENCO DO SUL,70,-31.3564,-51.9715
RS,SAO LUIZ GONZAGA,37,-28.412,-54.9559
RS,SAO MARCOS,14,-28.9677,-51.0696
RS,SAO MARTINHO,10,-27.7112,-53.9699
RS,SAO MARTINHO DA SERRA,4,-29.5397,-53.859
RS,SAO MIGUEL DAS MISSOES,10,-28.556,-54.5559
RS,SAO NICOLAU,10,-28.1834,-55.2654
RS,SAO PAULO DAS MISSOES,8,-28.0195,-54.9404
RS,SAO PEDRO DA SERRA,3,-29.4193,-51.5134
RS,SAO PEDRO DO BUTIA,2,-28.1243,-54.8926
RS,SAO PEDRO DO SUL,27,-29.6202,-54.1855
RS,SAO SEBASTIAO DO CAI,21,-29.5885,-51.3749
RS,SAO SEPE,19,-30.1643,-53.5603
RS,SAO VALENTIM,4,-27.5583,-52.5237
RS,SAO VALENTIM DO SUL,2,-29.0451,-51.7684
RS,SAO VENDELINO,4,-29.3729,-51.3675
RS,SAO VICENTE DO SUL,12,-29.6882,-54.6826
RS,SAPIRANGA,84,-29.6349,-51.0064
RS,SAPUCAIA DO SUL,117,-29.8276,-51.145
RS,SARANDI,23,-27.942,-52.9231
RS,SEBERI,10,-27.4829,-53.4026
RS,SEDE NOVA,10,-27.6367,-53.9493
RS,SEGREDO,6,-29.3523,-52.9767
RS,SELBACH,2,-28.6294,-52.9498
RS,SENADOR SALGADO FILHO,10,-28.025,-54.5507
RS,SENTINELA DO SUL,2,-30.6107,-51.5862
RS,SERAFINA CORREA,13,-28.7126,-51.9352
RS,SERIO,4,-29.3904,-52.2685
RS,SERTAO,4,-27.9798,-52.2588
RS,SERTAO SANTANA,9,-30.4562,-51.6017
RS,SETE DE SETEMBRO,1,-28.1362,-54.4637
RS,SEVERIANO DE ALMEIDA,2,-27.4362,-52.1217
RS,SILVEIRA MARTINS,5,-29.6467,-53.591
RS,SINIMBU,17,-29.5357,-52.5304
RS,SOBRADINHO,18,-29.4194,-53.0326
RS,SOLEDADE,30,-28.8306,-52.5131
RS,TABAI,3,-29.643,-51.6823
RS,TAPEJARA,17,-28.0652,-52.0097
RS,TAPERA,15,-28.6277,-52.8613
RS,TAPES,23,-30.6683,-51.3991
RS,TAQUARA,51,-29.6505,-50.7753
RS,TAQUARI,38,-29.7943,-51.8653
RS,TAQUARUCU DO SUL,2,-27.4005,-53.4702
RS,TAVARES,3,-31.2843,-51.088
RS,TENENTE PORTELA,29,-27.3711,-53.7585
RS,TERRA DE AREIA,18,-29.5782,-50.0644
RS,TEUTONIA,35,-29.4482,-51.8044
RS,TIRADENTES DO SUL,6,-27.4022,-54.0814
RS,TOROPI,5,-29.4782,-54.2244
RS,TORRES,55,-29.3334,-49.7333
RS,TRAMANDAI,54,-29.9841,-50.1322
RS,TRAVESSEIRO,3,-29.2977,-52.0532
RS,TRES ARROIOS,2,-27.5003,-52.1448
RS,TRES CACHOEIRAS,10,-29.4487,-49.9275
RS,TRES COROAS,31,-29.5137,-50.7739
RS,TRES DE MAIO,44,-27.78,-54.2357
RS,TRES FORQUILHAS,3,-29.5384,-50.0708
RS,TRES PALMEIRAS,7,-27.6139,-52.8437
RS,TRES PASSOS,49,-27.4555,-53.9296
RS,TRINDADE DO SUL,5,-27.5239,-52.8956
RS,TRIUNFO,41,-29.9291,-51.7075
RS,TUCUNDUVA,23,-27.6573,-54.4439
RS,TUNAS,2,-29.1039,-52.9538
RS,TUPANCI DO SUL,1,-27.9241,-51.5383
RS,TUPANCIRETA,24,-29.0858,-53.8445
RS,TUPANDI,5,-29.4772,-51.4174
RS,TUPARENDI,18,-27.7598,-54.4814
RS,TURUCU,5,-31.4173,-52.1706
RS,UBIRETAMA,5,-28.0404,-54.68600000000001
RS,UNIAO DA SERRA,1,-28.7833,-52.0238
RS,UNISTALDA,1,-29.04,-55.1517
RS,URUGUAIANA,150,-29.7614,-57.0853
RS,VACARIA,67,-28.5079,-50.9418
RS,VALE DO SOL,11,-29.5967,-52.6839
RS,VALE REAL,6,-29.3919,-51.2559
RS,VALE VERDE,4,-29.7864,-52.1857
RS,VANINI,2,-28.4758,-51.8447
RS,VENANCIO AIRES,57,-29.6143,-52.1932
RS,VERA CRUZ,23,-29.7184,-52.5152
RS,VERANOPOLIS,24,-28.9312,-51.5516
RS,VESPASIANO CORREA,1,-29.0655,-51.8625
RS,VIADUTOS,5,-27.5716,-52.0211
RS,VIAMAO,227,-30.0819,-51.0194
RS,VICENTE DUTRA,5,-27.1607,-53.4022
RS,VICTOR GRAEFF,6,-28.5632,-52.7495
RS,VILA FLORES,1,-28.8598,-51.5504
RS,VILA MARIA,1,-28.5359,-52.1486
RS,VILA NOVA DO SUL,2,-30.3461,-53.87600000000001
RS,VISTA ALEGRE,2,-27.3686,-53.4919
RS,VISTA ALEGRE DO PRATA,1,-28.8052,-51.7947
RS,VISTA GAUCHA,1,-27.2902,-53.6974
RS,VITORIA DAS MISSOES,2,-28.3516,-54.504
RS,WESTFALIA,2,-29.4263,-51.7645
RS,XANGRI-LA,14,-29.8065,-50.0519
SC,ABDON BATISTA,3,-27.6126,-51.0233
SC,ABELARDO LUZ,8,-26.5716,-52.3229
SC,AGROLANDIA,15,-27.4087,-49.822
SC,AGRONOMICA,3,-27.2662,-49.708
SC,AGUA DOCE,7,-26.9985,-51.5528
SC,AGUAS DE CHAPECO,7,-27.0754,-52.9808
SC,AGUAS FRIAS,1,-26.8794,-52.8568
SC,AGUAS MORNAS,5,-27.6963,-48.8243
SC,ALFREDO WAGNER,9,-27.7001,-49.3273
SC,ALTO BELA VISTA,3,-27.4333,-51.9044
SC,ANCHIETA,7,-26.5382,-53.3319
SC,ANGELINA,13,-27.5704,-48.9879
SC,ANITA GARIBALDI,8,-27.6897,-51.1271
SC,ANITAPOLIS,3,-27.9012,-49.1316
SC,ANTONIO CARLOS,5,-27.5191,-48.76600000000001
SC,APIUNA,5,-27.0375,-49.3885
SC,ARABUTA,13,-27.1587,-52.1423
SC,ARAQUARI,29,-26.3754,-48.7188
SC,ARARANGUA,86,-28.9356,-49.4918
SC,ARMAZEM,11,-28.2448,-49.0215
SC,ARROIO TRINTA,7,-26.9257,-51.3407
SC,ARVOREDO,2,-27.0748,-52.4543
SC,ASCURRA,7,-26.9548,-49.3783
SC,ATALANTA,4,-27.4219,-49.7789
SC,AURORA,5,-27.3098,-49.6295
SC,BALNEARIO ARROIO DO SILVA,13,-28.9806,-49.4237
SC,BALNEARIO BARRA DO SUL,15,-26.4597,-48.6123
SC,BALNEARIO CAMBORIU,148,-26.9926,-48.6352
SC,BALNEARIO DE PICARRAS,37,,
SC,BALNEARIO GAIVOTA,5,-29.1527,-49.5841
SC,BALNEARIO RINCAO,7,-28.8314,-49.2352
SC,BANDEIRANTE,2,-26.7705,-53.6413
SC,BARRA BONITA,1,-26.654,-53.44
SC,BARRA VELHA,35,-26.637,-48.6933
SC,BELA VISTA DO TOLDO,2,-26.2746,-50.4664
SC,BELMONTE,3,-26.843000000000004,-53.5758
SC,BENEDITO NOVO,21,-26.781,-49.3593
SC,BIGUACU,65,-27.496,-48.6598
SC,BLUMENAU,270,-26.9155,-49.0709
SC,BOCAINA DO SUL,1,-27.7455,-49.9423
SC,BOM JARDIM DA SERRA,3,-28.3377,-49.6373
SC,BOM JESUS,4,-26.7326,-52.3919
SC,BOM JESUS DO OESTE,3,-26.6927,-53.0967
SC,BOM RETIRO,8,-27.799,-49.487
SC,BOMBINHAS,19,-27.1382,-48.5146
SC,BOTUVERA,2,-27.2007,-49.0689
SC,BRACO DO NORTE,24,-28.2681,-49.1701
SC,BRACO DO TROMBUDO,3,-27.3586,-49.8821
SC,BRUNOPOLIS,1,-27.3058,-50.8684
SC,BRUSQUE,91,-27.0977,-48.9107
SC,CACADOR,91,-26.7757,-51.012
SC,CAIBI,5,-27.0741,-53.2458
SC,CALMON,2,-26.5942,-51.095
SC,CAMBORIU,88,-27.0241,-48.6503
SC,CAMPO ALEGRE,12,-26.195,-49.2676
SC,CAMPO BELO DO SUL,5,-27.8975,-50.7595
SC,CAMPO ERE,18,-26.3931,-53.0856
SC,CAMPOS NOVOS,43,-27.4002,-51.2276
SC,CANELINHA,8,-27.2616,-48.7658
SC,CANOINHAS,56,-26.1766,-50.395
SC,CAPAO ALTO,1,-27.9389,-50.5098
SC,CAPINZAL,13,-27.3473,-51.6057
SC,CAPIVARI DE BAIXO,13,-28.4498,-48.9631
SC,CATANDUVAS,13,-27.069000000000006,-51.6602
SC,CAXAMBU DO SUL,9,-27.1624,-52.8807
SC,CELSO RAMOS,1,-27.6327,-51.335
SC,CERRO NEGRO,2,-27.7942,-50.8673
SC,CHAPECO,204,-27.1004,-52.6152
SC,COCAL DO SUL,13,-28.5986,-49.3335
SC,CONCORDIA,75,-27.2335,-52.026
SC,CORDILHEIRA ALTA,2,-26.9844,-52.6056
SC,CORONEL FREITAS,7,-26.9057,-52.7011
SC,CORREIA PINTO,18,-27.5877,-50.3614
SC,CORUPA,21,-26.4246,-49.246
SC,CRICIUMA,208,-28.6723,-49.3729
SC,CUNHA PORA,19,-26.895,-53.1662
SC,CURITIBANOS,44,-27.2824,-50.5816
SC,DESCANSO,7,-26.827,-53.5034
SC,DIONISIO CERQUEIRA,29,-26.2648,-53.6351
SC,DONA EMMA,6,-26.981,-49.7261
SC,DOUTOR PEDRINHO,4,-26.7174,-49.4795
SC,ENTRE RIOS,3,-26.7225,-52.5585
SC,ERVAL VELHO,4,-27.2743,-51.44300000000001
SC,FAXINAL DOS GUEDES,16,-26.8451,-52.2596
SC,FLOR DO SERTAO,1,-26.7811,-53.3505
SC,FLORIANOPOLIS,525,-27.5945,-48.5477
SC,FORMOSA DO SUL,2,-26.6453,-52.7946
SC,FORQUILHINHA,22,-28.7454,-49.4785
SC,FRAIBURGO,29,-27.0233,-50.92
SC,FREI ROGERIO,2,-27.175,-50.8076
SC,GALVAO,5,-26.4549,-52.6875
SC,GAROPABA,17,-28.0275,-48.6192
SC,GARUVA,15,-26.0292,-48.852
SC,GASPAR,48,-26.9336,-48.9534
SC,GOVERNADOR CELSO RAMOS,14,-27.3172,-48.5576
SC,GRAO PARA,4,-28.1809,-49.2252
SC,GRAVATAL,8,-28.3208,-49.0427
SC,GUABIRUBA,12,-27.0808,-48.9804
SC,GUARACIABA,7,-26.6042,-53.5243
SC,GUARAMIRIM,42,-26.4688,-49.0026
SC,GUARUJA DO SUL,5,-26.3858,-53.5296
SC,GUATAMBU,7,-27.1341,-52.7887
SC,HERVAL D'OESTE,21,-27.1903,-51.4917
SC,IBICARE,4,-27.0881,-51.3681
SC,IBIRAMA,30,-27.0547,-49.5193
SC,ICARA,32,-28.7132,-49.3087
SC,ILHOTA,16,-26.9023,-48.8251
SC,IMARUI,8,-28.3339,-48.817
SC,IMBITUBA,37,-28.2284,-48.6659
SC,IMBUIA,7,-27.4908,-49.4218
SC,INDAIAL,58,-26.8992,-49.2354
SC,IOMERE,6,-27.0019,-51.2442
SC,IPIRA,7,-27.4038,-51.7758
SC,IPORA DO OESTE,7,-26.9854,-53.5355
SC,IPUACU,7,-26.635,-52.4556
SC,IPUMIRIM,8,-27.0772,-52.1289
SC,IRACEMINHA,3,-26.8215,-53.2767
SC,IRANI,11,-27.0287,-51.9012
SC,IRATI,1,-26.6539,-52.8955
SC,IRINEOPOLIS,14,-26.242,-50.7957
SC,ITA,13,-27.2907,-52.3212
SC,ITAIOPOLIS,19,-26.339,-49.9092
SC,ITAJAI,320,-26.9101,-48.6705
SC,ITAPEMA,80,-27.0861,-48.61600000000001
SC,ITAPIRANGA,7,-27.1659,-53.7166
SC,ITAPOA,29,-26.1158,-48.6182
SC,ITUPORANGA,23,-27.4101,-49.5963
SC,JABORA,4,-27.1782,-51.7279
SC,JACINTO MACHADO,3,-28.9961,-49.7623
SC,JAGUARUNA,16,-28.6146,-49.0296
SC,JARAGUA DO SUL,203,-26.4851,-49.0713
SC,JARDINOPOLIS,3,-26.7191,-52.8625
SC,JOACABA,37,-27.1721,-51.5108
SC,JOINVILLE,506,-26.3045,-48.8487
SC,JOSE BOITEUX,7,-26.9566,-49.6286
SC,JUPIA,1,-26.395,-52.7298
SC,LACERDOPOLIS,2,-27.2579,-51.5577
SC,LAGES,180,-27.815,-50.3259
SC,LAGUNA,44,-28.4843,-48.7772
SC,LAJEADO GRANDE,1,-26.8576,-52.5648
SC,LAURENTINO,9,-27.2173,-49.7331
SC,LAURO MULLER,9,-28.3859,-49.4035
SC,LEBON REGIS,13,-26.928,-50.6921
SC,LEOBERTO LEAL,4,-27.5081,-49.2789
SC,LINDOIA DO SUL,3,-27.0545,-52.069
SC,LONTRAS,12,-27.1684,-49.535
SC,LUIZ ALVES,8,-26.7151,-48.9322
SC,LUZERNA,10,-27.1304,-51.4682
SC,MAFRA,61,-26.1159,-49.8086
SC,MAJOR GERCINO,3,-27.4192,-48.9488
SC,MAJOR VIEIRA,7,-26.3709,-50.3266
SC,MARACAJA,10,-28.8463,-49.4605
SC,MARAVILHA,27,-26.7665,-53.1737
SC,MASSARANDUBA,24,-26.6109,-49.0054
SC,MATOS COSTA,6,-26.4709,-51.1501
SC,MELEIRO,9,-28.8244,-49.6378
SC,MIRIM DOCE,4,-27.197,-50.0786
SC,MODELO,5,-26.7729,-53.04
SC,MONDAI,11,-27.1008,-53.4032
SC,MONTE CARLO,5,-27.2239,-50.9808
SC,MONTE CASTELO,8,-26.461,-50.2327
SC,MORRO DA FUMACA,13,-28.6511,-49.2169
SC,NAVEGANTES,109,-26.8943,-48.6546
SC,NOVA ERECHIM,3,-26.8982,-52.9066
SC,NOVA ITABERABA,2,-26.9428,-52.8141
SC,NOVA TRENTO,9,-27.278,-48.9298
SC,NOVA VENEZA,12,-28.6338,-49.5055
SC,ORLEANS,18,-28.3487,-49.2986
SC,OTACILIO COSTA,11,-27.4789,-50.1231
SC,OURO,3,-27.3379,-51.6194
SC,OURO VERDE,1,-26.692,-52.3108
SC,PAIAL,4,-27.2541,-52.4975
SC,PALHOCA,142,-27.6455,-48.6697
SC,PALMA SOLA,7,-26.3471,-53.2771
SC,PALMEIRA,1,-27.583,-50.1577
SC,PALMITOS,15,-27.0702,-53.1586
SC,PAPANDUVA,13,-26.3777,-50.1419
SC,PARAISO,3,-26.62,-53.6716
SC,PASSO DE TORRES,5,-29.3099,-49.722
SC,PASSOS MAIA,6,-26.7829,-52.0568
SC,PAULO LOPES,8,-27.9607,-48.6864
SC,PEDRAS GRANDES,3,-28.4339,-49.1949
SC,PENHA,30,-26.7754,-48.6465
SC,PERITIBA,4,-27.3754,-51.9018
SC,PESCARIA BRAVA,2,-28.3966,-48.8864
SC,PETROLANDIA,6,-27.5346,-49.6937
SC,PINHALZINHO,12,-26.8495,-52.9913
SC,PINHEIRO PRETO,4,-27.0483,-51.2243
SC,PIRATUBA,12,-27.4242,-51.7668
SC,PLANALTO ALEGRE,3,-27.0704,-52.867
SC,POMERODE,40,-26.7384,-49.1785
SC,PONTE ALTA,6,-27.4835,-50.3764
SC,PONTE ALTA DO NORTE,3,-27.1591,-50.4659
SC,PONTE SERRADA,10,-26.8733,-52.0112
SC,PORTO BELO,23,-27.1586,-48.5469
SC,PORTO UNIAO,39,-26.2451,-51.0759
SC,POUSO REDONDO,13,-27.2567,-49.9301
SC,PRAIA GRANDE,5,-29.1918,-49.9525
SC,PRESIDENTE CASTELLO BRANCO,1,-27.2218,-51.8089
SC,PRESIDENTE GETULIO,20,-27.0474,-49.6246
SC,PRESIDENTE NEREU,3,-27.2768,-49.3889
SC,PRINCESA,1,-26.4441,-53.5994
SC,QUILOMBO,12,-26.7264,-52.724
SC,RANCHO QUEIMADO,5,-27.6727,-49.0191
SC,RIO DAS ANTAS,12,-26.8946,-51.0674
SC,RIO DO CAMPO,4,-26.9452,-50.136
SC,RIO DO OESTE,4,-27.1952,-49.7989
SC,RIO DO SUL,69,-27.2156,-49.643
SC,RIO DOS CEDROS,8,-26.7398,-49.2718
SC,RIO FORTUNA,3,-28.1244,-49.1068
SC,RIO NEGRINHO,54,-26.2591,-49.5177
SC,RIO RUFINO,1,-27.8592,-49.7754
SC,RIQUEZA,6,-27.0653,-53.3265
SC,RODEIO,12,-26.9243,-49.3649
SC,ROMELANDIA,10,-26.6809,-53.3172
SC,SALETE,7,-26.9798,-49.9988
SC,SALTINHO,3,-26.6049,-53.0578
SC,SALTO VELOSO,5,-26.903,-51.4043
SC,SANGAO,13,-28.6326,-49.1322
SC,SANTA CECILIA,11,-26.9592,-50.4252
SC,SANTA HELENA,3,-26.937,-53.6214
SC,SANTA ROSA DO SUL,5,-29.1313,-49.7109
SC,SANTA TEREZINHA,1,-26.7813,-50.00899999999999
SC,SANTA TEREZINHA DO PROGRESSO,2,-26.624,-53.1997
SC,SANTIAGO DO SUL,1,-26.6388,-52.6799
SC,SANTO AMARO DA IMPERATRIZ,19,-27.6852,-48.7813
SC,SAO BENTO DO SUL,69,-26.2495,-49.3831
SC,SAO BERNARDINO,1,-26.4739,-52.9687
SC,SAO BONIFACIO,3,-27.9009,-48.9326
SC,SAO CARLOS,9,-27.0798,-53.0037
SC,SAO CRISTOVAO DO SUL,7,-27.2666,-50.4388
SC,SAO DOMINGOS,14,-26.5548,-52.5313
SC,SAO FRANCISCO DO SUL,82,-26.2579,-48.6344
SC,SAO JOAO BATISTA,24,-27.2772,-48.8474
SC,SAO JOAO DO ITAPERIU,4,-26.6213,-48.7683
SC,SAO JOAO DO OESTE,2,-27.0984,-53.5977
SC,SAO JOAO DO SUL,4,-29.2154,-49.8094
SC,SAO JOAQUIM,14,-28.2887,-49.9457
SC,SAO JOSE,268,-27.6136,-48.6366
SC,SAO JOSE DO CEDRO,8,-26.4561,-53.4955
SC,SAO JOSE DO CERRITO,6,-27.6602,-50.5733
SC,SAO LOURENCO DO OESTE,26,-26.3557,-52.8498
SC,SAO LUDGERO,11,-28.3144,-49.1806
